station_id,lat,lon,country,years,location,scale,shape,index,rp10,rp30,rp100,kg,cluster,distance,n_gauges,record_len,start,end,rp10_vs_PXR2,rp30_vs_PXR2,rp100_vs_PXR2
US_004259,36.16721999,-95.02917,US,1049,0.855369637,0.255233482,-0.010778792,41.5,59.1,70.7,83.1,Humid subtropical,36,280,35,29.95562,16/01/1974 18:00,01/01/2004 00:00,NA,NA,NA
US_004274,36.19939999,-95.8872,US,1049,0.855369637,0.255233482,-0.010778792,36.7,52.3,62.6,73.5,Humid subtropical,36,280,35,64.16701,01/10/1947 01:00,01/12/2011 00:00,-37.78168676,NA,-33.87142723
US_004285,34.99999999,-94.68333,US,1049,0.855369637,0.255233482,-0.010778792,36.1,51.3,61.4,72.2,Humid subtropical,36,280,35,22.43943,25/07/1967 01:00,01/01/1990 00:00,NA,NA,NA
US_004286,34.94159999,-94.7038,US,1049,0.855369637,0.255233482,-0.010778792,35.9,51.1,61.2,71.9,Humid subtropical,36,280,35,22.30664,10/08/1989 13:00,01/12/2011 00:00,NA,NA,NA
US_004288,36.41666999,-99.4,US,546,0.848275009,0.279825902,-0.03657118,32.1,46.7,55.9,65.3,Humid subtropical,90,560,18,30.99795,01/01/1949 01:00,01/01/1980 00:00,-42.55571042,NA,-39.06416049
US_004293,46.1569,-123.8825,US,532,0.821288774,0.219900141,0.194367979,13.6,19.7,25.6,33.5,Mediterranean,91,240,16,58.75154,01/03/1953 01:00,01/12/2011 00:00,NA,NA,NA
US_004294,44.5747,-118.4913,US,1109,0.764539145,0.276509188,0.219626863,8.9,14,19.2,26.5,Arid cold,62,340,36,33.48483,06/06/1978 17:00,01/12/2011 00:00,NA,NA,NA
US_004300,44.36667,-123.35,US,489,0.83506149,0.197057843,0.210356725,9.7,13.7,17.6,23,Mediterranean,75,140,14,29.2512,01/10/1948 01:00,01/01/1978 00:00,NA,NA,NA
US_004309,45.3853,-122.0458,US,532,0.821288774,0.219900141,0.194367979,12.6,18.1,23.6,30.9,Mediterranean,91,240,16,40.5859,01/05/1971 01:00,01/12/2011 00:00,-28.03885704,NA,-21.6089311
US_004313,43.59499999,-118.9564,US,1109,0.764539145,0.276509188,0.219626863,8.2,12.9,17.7,24.3,Arid cold,62,340,36,30.91307,01/01/1981 01:00,01/12/2011 00:00,-32.95174772,NA,-29.53812979
US_004314,43.58332999,-119.05,US,1109,0.764539145,0.276509188,0.219626863,7.5,11.7,16.1,22.2,Arid cold,62,340,36,32.41889,01/08/1948 01:00,01/01/1981 00:00,-43.0283988,NA,-41.8738856
US_004317,45.68333,-123.0667,US,532,0.821288774,0.219900141,0.194367979,9.6,13.8,18,23.6,Mediterranean,91,240,16,26.48722,06/07/1948 14:00,01/01/1975 00:00,NA,NA,NA
US_004323,42.03332999,-123.1333,US,319,0.772916172,0.225553829,0.30667957,10,15,21.1,30.5,Mediterranean,81,160,9,27.35786,22/08/1948 14:00,01/01/1976 00:00,NA,NA,NA
US_004335,45.6994,-122.9322,US,532,0.821288774,0.219900141,0.194367979,12.6,18.1,23.5,30.8,Mediterranean,91,240,16,36.1629,02/10/1975 13:00,01/12/2011 00:00,NA,NA,NA
US_004342,44.12779999,-123.2206,US,489,0.83506149,0.197057843,0.210356725,12.8,18,23.2,30.3,Mediterranean,75,140,14,63.4044,05/07/1948 14:00,01/12/2011 00:00,-43.12900224,NA,-46.00905466
US_004357,45.06667,-123.6167,US,489,0.83506149,0.197057843,0.210356725,9.5,13.3,17.1,22.4,Mediterranean,75,140,14,20.49133,05/07/1948 14:00,01/01/1969 00:00,NA,NA,NA
US_004358,45.0522,-123.6178,US,489,0.83506149,0.197057843,0.210356725,12.5,17.5,22.6,29.5,Mediterranean,75,140,14,43.4125,02/07/1968 15:00,01/12/2011 00:00,NA,NA,NA
US_004361,44.8773,-117.1095,US,1109,0.764539145,0.276509188,0.219626863,9.9,15.5,21.2,29.2,Mediterranean,62,340,36,37.10689,22/10/1974 18:00,01/12/2011 00:00,-48.66970028,NA,-49.29894628
US_004364,45.4486,-122.1547,US,532,0.821288774,0.219900141,0.194367979,14.6,21.1,27.5,36,Mediterranean,91,240,16,34.25154,01/10/1975 16:00,01/01/2010 00:00,-44.5330774,NA,-45.99753646
US_004366,45.2897,-119.5267,US,1109,0.764539145,0.276509188,0.219626863,7.8,12.2,16.7,23.1,Mediterranean,62,340,36,37.10997,21/10/1974 15:00,01/12/2011 00:00,NA,NA,NA
US_004369,45.6547,-121.5494,US,1048,0.765789355,0.267482773,0.234505218,8.6,13.5,18.5,25.7,Mediterranean,82,380,33,43.89448,08/01/1968 14:00,01/12/2011 00:00,NA,NA,NA
US_004377,45.3456,-117.2247,US,1109,0.764539145,0.276509188,0.219626863,11.2,17.6,24.2,33.3,Humid continental,62,340,36,16.18994,23/10/1974 16:00,01/01/1991 00:00,NA,NA,NA
US_004378,42.21666999,-123.65,US,319,0.772916172,0.225553829,0.30667957,11.6,17.5,24.6,35.5,Mediterranean,81,160,9,19.24983,01/10/1948 01:00,01/01/1968 00:00,NA,NA,NA
US_004379,42.23219999,-123.6641,US,319,0.772916172,0.225553829,0.30667957,13.6,20.5,28.8,41.6,Mediterranean,81,160,9,42.74458,04/04/1967 14:00,01/01/2010 00:00,NA,NA,NA
US_004382,44.6253,-122.7189,US,489,0.83506149,0.197057843,0.210356725,11.1,15.5,20,26.2,Mediterranean,75,140,14,24.49144,04/06/1987 13:00,01/12/2011 00:00,NA,NA,NA
US_004383,45.28333,-118.0167,US,1109,0.764539145,0.276509188,0.219626863,7.7,12.1,16.6,22.8,Mediterranean,62,340,36,18.49144,05/07/1948 01:00,01/01/1967 00:00,NA,NA,NA
US_004390,44.06149999,-123.8847,US,489,0.83506149,0.197057843,0.210356725,16.4,23,29.6,38.8,Mediterranean,75,140,14,36.54632,15/05/1975 12:00,01/12/2011 00:00,-48.93771886,NA,-51.11941454
US_004395,44.1793,-122.1164,US,489,0.83506149,0.197057843,0.210356725,9.4,13.2,17.1,22.3,Mediterranean,75,140,14,27.49076,05/07/1948 01:00,01/01/1976 00:00,NA,NA,NA
US_004397,45.5,-118.4,US,1109,0.764539145,0.276509188,0.219626863,10.4,16.4,22.4,30.9,Mediterranean,62,340,36,28.49281,05/07/1948 01:00,01/01/1977 00:00,NA,NA,NA
US_004399,42.37504999,-122.8771,US,319,0.772916172,0.225553829,0.30667957,9.6,14.5,20.3,29.3,Mediterranean,81,160,9,62.99795,01/12/1948 01:00,01/12/2011 00:00,NA,NA,NA
US_004409,44.04999999,-123.4167,US,489,0.83506149,0.197057843,0.210356725,11.4,15.9,20.5,26.8,Mediterranean,75,140,14,36.49008,06/07/1948 01:00,01/01/1985 00:00,-49.04096574,NA,-50.35955452
US_004410,43.74279999,-122.4433,US,489,0.83506149,0.197057843,0.210356725,9.4,13.2,17,22.3,Mediterranean,75,140,14,23.24983,01/10/1948 01:00,01/01/1972 00:00,NA,NA,NA
US_004414,43.65009999,-117.2466,US,1109,0.764539145,0.276509188,0.219626863,10.7,16.8,23.1,31.8,Arid cold,62,340,36,25.89049,09/02/1961 13:00,01/01/1987 00:00,NA,NA,NA
US_004416,45.6983,-118.8547,US,1109,0.764539145,0.276509188,0.219626863,7.6,11.9,16.4,22.6,Arid cold,62,340,36,62.98825,04/12/1948 14:00,01/12/2011 00:00,NA,NA,NA
US_004420,45.5003,-118.6156,US,1109,0.764539145,0.276509188,0.219626863,10.5,16.4,22.5,31,Mediterranean,62,340,36,33.69302,22/03/1978 16:00,01/12/2011 00:00,-53.934983,NA,-57.04693904
US_004424,45.5958,-122.6093,US,532,0.821288774,0.219900141,0.194367979,10.5,15.1,19.7,25.8,Mediterranean,91,240,16,63.07267,03/11/1948 18:00,01/12/2011 00:00,-48.41058392,NA,-50.75855056
US_004425,45.53333,-122.6667,US,532,0.821288774,0.219900141,0.194367979,10.8,15.5,20.2,26.5,Mediterranean,91,240,16,25.50308,01/07/1948 01:00,01/01/1974 00:00,NA,NA,NA
US_004426,42.89159999,-124.0694,US,319,0.772916172,0.225553829,0.30667957,12.1,18.2,25.6,37,Mediterranean,81,160,9,40.75291,01/03/1971 01:00,01/12/2011 00:00,NA,NA,NA
US_004430,44.26667,-121.2167,US,532,0.821288774,0.219900141,0.194367979,7.8,11.2,14.6,19.1,Arid cold,91,240,16,32.41068,04/08/1948 01:00,01/01/1981 00:00,-49.88385646,NA,-40.90979971
US_004434,44.7656,-117.1597,US,1109,0.764539145,0.276509188,0.219626863,7.4,11.7,16,22.1,Mediterranean,62,340,36,34.24504,03/10/1948 01:00,01/01/1983 00:00,-45.19994681,NA,-34.48886705
US_004435,42.92409999,-123.4291,US,489,0.83506149,0.197057843,0.210356725,10.6,14.9,19.2,25.1,Mediterranean,75,140,14,40.75291,01/03/1971 01:00,01/12/2011 00:00,NA,NA,NA
US_004437,43.23332999,-123.3667,US,489,0.83506149,0.197057843,0.210356725,10.4,14.6,18.8,24.5,Mediterranean,75,140,14,16.3614,22/08/1948 01:00,01/01/1965 00:00,NA,NA,NA
US_004438,44.905,-123.0011,US,489,0.83506149,0.197057843,0.210356725,10.6,14.8,19.1,25,Mediterranean,75,140,14,63.4044,05/07/1948 14:00,01/12/2011 00:00,-37.9695742,NA,-29.88614168
US_004443,44.9527,-122.525,US,489,0.83506149,0.197057843,0.210356725,13.6,19,24.5,32.1,Mediterranean,75,140,14,40.82957,01/02/1971 01:00,01/12/2011 00:00,-41.81839672,NA,-31.85133505
US_004447,42.60029999,-123.3641,US,319,0.772916172,0.225553829,0.30667957,10.8,16.2,22.8,32.9,Mediterranean,81,160,9,63.33196,01/08/1948 01:00,01/12/2011 00:00,NA,NA,NA
US_004456,44.6369,-123.5786,US,489,0.83506149,0.197057843,0.210356725,13.1,18.4,23.8,31.1,Mediterranean,75,140,14,40.91444,01/01/1971 01:00,01/12/2011 00:00,NA,NA,NA
US_004458,43.26439999,-120.9447,US,269,0.707514842,0.289793924,0.307925911,8.2,13.5,19.9,29.8,Arid cold,264,1000,13,19.17716,27/10/1948 14:00,01/01/1968 00:00,NA,NA,NA
US_004459,45.1219,-122.07,US,532,0.821288774,0.219900141,0.194367979,9.9,14.3,18.5,24.3,Mediterranean,91,240,16,40.82957,01/02/1971 01:00,01/12/2011 00:00,NA,NA,NA
US_004467,42.78332999,-122.6667,US,319,0.772916172,0.225553829,0.30667957,10.8,16.3,22.8,33,Mediterranean,81,160,9,19.30538,11/09/1951 18:00,01/01/1971 00:00,NA,NA,NA
US_004469,45.2461,-121.1711,US,532,0.821288774,0.219900141,0.194367979,7.1,10.3,13.4,17.5,Mediterranean,91,240,16,39.63438,12/04/1972 14:00,01/12/2011 00:00,NA,NA,NA
US_004478,43.99039999,-117.7184,US,1109,0.764539145,0.276509188,0.219626863,9.2,14.4,19.7,27.2,Arid cold,62,340,36,25.89277,08/02/1961 17:00,01/01/1987 00:00,NA,NA,NA
US_004485,41.19999999,-78.9,US,831,0.827985823,0.277830539,0.040785163,24.8,36.8,45.6,55.5,Humid continental,2,140,27,19.66872,01/05/1948 01:00,01/01/1968 00:00,NA,NA,NA
US_004486,40.64984999,-75.44771,US,914,0.827857451,0.284012055,0.028448003,30.1,44.8,55.4,67,Humid continental,1,120,24,63.58385,01/05/1948 01:00,01/12/2011 00:00,-50.57876855,NA,-42.79295085
US_004488,40.58332999,-79.6,US,831,0.827985823,0.277830539,0.040785163,24.3,36.1,44.7,54.3,Humid continental,2,140,27,37.77493,23/03/1961 18:00,01/01/1999 00:00,-52.11816831,NA,-46.6086533
US_004506,40.26360999,-77.36389,US,1013,0.832101921,0.286290071,0.009268437,32.3,47.9,58.7,70.3,Humid continental,46,220,36,34.57221,05/06/1973 13:00,01/01/2008 00:00,NA,NA,NA
US_004513,40.06309999,-78.8422,US,831,0.827985823,0.277830539,0.040785163,24.2,35.9,44.5,54.1,Humid continental,2,140,27,39.66872,01/05/1948 01:00,01/01/1988 00:00,-54.45294085,NA,-50.14552792
US_004517,40.84999999,-79.88333,US,831,0.827985823,0.277830539,0.040785163,22.7,33.7,41.8,50.8,Humid continental,2,140,27,18.58453,01/06/1948 01:00,01/01/1967 00:00,NA,NA,NA
US_004520,41.66666999,-76.86667,US,599,0.828517817,0.262937469,0.070812249,21.3,31.2,39,48,Humid continental,43,220,21,27.66872,01/05/1948 01:00,01/01/1976 00:00,NA,NA,NA
US_004524,41.66313999,-77.82302,US,599,0.828517817,0.262937469,0.070812249,22.6,33.2,41.4,51,Humid continental,43,220,21,33.50856,29/05/1978 01:00,01/12/2011 00:00,NA,NA,NA
US_004525,41.19219999,-79.4361,US,831,0.827985823,0.277830539,0.040785163,25.5,37.9,46.9,57.1,Humid continental,2,140,27,23.66872,01/05/1948 01:00,01/01/1972 00:00,NA,NA,NA
US_004526,41.68332999,-78.5,US,599,0.828517817,0.262937469,0.070812249,21.4,31.4,39.2,48.2,Humid continental,43,220,21,34.25325,01/10/1951 01:00,01/01/1986 00:00,NA,NA,NA
US_004529,39.96666999,-75.83333,US,914,0.827857451,0.284012055,0.028448003,30.8,45.9,56.6,68.5,Humid continental,1,120,24,36.67077,01/05/1948 01:00,01/01/1985 00:00,-47.19298231,NA,-38.07093062
US_004532,41.74999999,-80.36667,US,599,0.828517817,0.262937469,0.070812249,28.9,42.5,53,65.3,Humid continental,43,220,21,16.16473,01/11/1959 21:00,01/01/1976 00:00,NA,NA,NA
US_004541,40.44999999,-78.56667,US,831,0.827985823,0.277830539,0.040785163,22.1,32.7,40.5,49.3,Humid continental,2,140,27,16.67077,01/05/1949 01:00,01/01/1966 00:00,NA,NA,NA
US_004547,41.21749999,-74.90722,US,107,0.828137133,0.2786628,0.038541024,28.2,41.8,51.7,62.8,Humid continental,263,220,5,26.91581,01/02/1983 01:00,01/01/2010 00:00,NA,NA,NA
US_004551,41.09999999,-78.63333,US,599,0.828517817,0.262937469,0.070812249,24.5,36,44.9,55.2,Humid continental,43,220,21,27.66872,01/05/1948 01:00,01/01/1976 00:00,NA,NA,NA
US_004558,41.88332999,-80.08333,US,599,0.828517817,0.262937469,0.070812249,24.3,35.7,44.6,54.9,Humid continental,43,220,21,27.83025,01/02/1984 01:00,01/12/2011 00:00,NA,NA,NA
US_004569,39.99129999,-77.4086,US,1013,0.832101921,0.286290071,0.009268437,27.1,40.2,49.3,59.1,Humid continental,46,220,36,38.85113,23/01/1973 16:00,01/12/2011 00:00,-48.64104947,NA,-38.84593606
US_004573,41.81666999,-79.45,US,599,0.828517817,0.262937469,0.070812249,23.5,34.5,43.1,53.1,Humid continental,43,220,21,17.67009,01/05/1985 01:00,01/01/2003 00:00,NA,NA,NA
US_004575,39.79999999,-77.23333,US,1013,0.832101921,0.286290071,0.009268437,25.3,37.5,45.9,55.1,Humid continental,46,220,36,36.67077,01/05/1948 01:00,01/01/1985 00:00,NA,NA,NA
US_004581,40.09619999,-75.7513,US,914,0.827857451,0.284012055,0.028448003,29.5,43.8,54.1,65.5,Humid continental,1,120,24,40.91444,01/01/1971 01:00,01/12/2011 00:00,-52.32620783,NA,-53.68409781
US_004582,39.79999999,-76.73333,US,1013,0.832101921,0.286290071,0.009268437,26.6,39.5,48.4,58,Humid continental,46,220,36,23.66872,01/05/1948 01:00,01/01/1972 00:00,NA,NA,NA
US_004590,40.21666999,-76.85,US,1013,0.832101921,0.286290071,0.009268437,26.2,38.9,47.6,57,Humid continental,46,220,36,43.66872,01/05/1948 01:00,01/01/1992 00:00,NA,NA,NA
US_004599,39.83332999,-76.33333,US,914,0.827857451,0.284012055,0.028448003,34.1,50.7,62.6,75.8,Humid continental,1,120,24,29.67009,01/05/1948 01:00,01/01/1978 00:00,NA,NA,NA
US_004600,40.74999999,-79.1,US,831,0.827985823,0.277830539,0.040785163,23.3,34.6,42.9,52.1,Humid continental,2,140,27,45.67009,01/05/1948 01:00,01/01/1994 00:00,-49.16802308,NA,-47.87871994
US_004623,40.82229999,-75.6962,US,914,0.827857451,0.284012055,0.028448003,28.9,43,53.1,64.2,Humid continental,1,120,24,31.66872,01/05/1948 01:00,01/01/1980 00:00,NA,NA,NA
US_004625,40.58639999,-77.5692,US,1013,0.832101921,0.286290071,0.009268437,27.1,40.2,49.3,59.1,Humid continental,46,220,36,28.67077,01/05/1948 01:00,01/01/1977 00:00,NA,NA,NA
US_004629,41.48332999,-79.1,US,599,0.828517817,0.262937469,0.070812249,23.7,34.8,43.4,53.4,Humid continental,43,220,21,50.6694,01/05/1948 01:00,01/01/1999 00:00,-47.5348672,NA,-46.15879248
US_004635,41.28332999,-78.4,US,599,0.828517817,0.262937469,0.070812249,22.3,32.8,40.9,50.4,Humid continental,43,220,21,21.67009,01/05/1948 01:00,01/01/1970 00:00,NA,NA,NA
US_004641,40.19619999,-76.7724,US,1013,0.832101921,0.286290071,0.009268437,32.5,48.2,59,70.7,Humid continental,46,220,36,20.16701,01/10/1991 01:00,01/12/2011 00:00,NA,NA,NA
US_004649,40.72799999,-77.6258,US,1013,0.832101921,0.286290071,0.009268437,25.1,37.3,45.6,54.7,Humid continental,46,220,36,36.41889,01/07/1975 01:00,01/12/2011 00:00,NA,NA,NA
US_004654,40.78749999,-76.4507,US,103,0.856253596,0.272251658,-0.052129084,28.1,40.4,47.9,55.4,Humid continental,167,80,4,33.66735,01/04/1978 01:00,01/12/2011 00:00,NA,NA,NA
US_004657,40.39999999,-77.88333,US,1013,0.832101921,0.286290071,0.009268437,22.7,33.6,41.2,49.4,Humid continental,46,220,36,24.67077,01/05/1948 01:00,01/01/1973 00:00,NA,NA,NA
US_004659,40.66666999,-77.91667,US,1013,0.832101921,0.286290071,0.009268437,24.7,36.6,44.9,53.8,Humid continental,46,220,36,17.67009,01/05/1948 01:00,01/01/1966 00:00,NA,NA,NA
US_004664,41.91669999,-78,US,599,0.828517817,0.262937469,0.070812249,28.4,41.7,52.1,64.1,Humid continental,43,220,21,20.24253,03/09/1991 11:00,01/12/2011 00:00,NA,NA,NA
US_004665,40.38549999,-75.5022,US,914,0.827857451,0.284012055,0.028448003,28.1,41.8,51.6,62.4,Humid continental,1,120,24,40.91444,01/01/1971 01:00,01/12/2011 00:00,-47.15612909,NA,-47.85510519
US_004666,40.79999999,-75.61667,US,914,0.827857451,0.284012055,0.028448003,26.5,39.4,48.6,58.9,Humid continental,1,120,24,50.6694,01/05/1948 01:00,01/01/1999 00:00,NA,NA,NA
US_004670,40.86519999,-75.2458,US,914,0.827857451,0.284012055,0.028448003,33.7,50.2,61.9,75,Humid continental,1,120,24,44.24914,01/09/1967 01:00,01/12/2011 00:00,-46.06659754,NA,-45.28104638
US_004672,39.87326999,-75.22678,US,914,0.827857451,0.284012055,0.028448003,31.3,46.6,57.6,69.7,Humid subtropical,1,120,24,111.9124,01/01/1900 01:00,01/12/2011 00:00,-48.83937342,NA,-47.40839908
US_004673,39.91666999,-75.2,US,914,0.827857451,0.284012055,0.028448003,29.2,43.5,53.7,65,Humid subtropical,1,120,24,15.66872,01/05/1948 01:00,01/01/1964 00:00,NA,NA,NA
US_004677,41.29999999,-76.13333,US,103,0.856253596,0.272251658,-0.052129084,26.2,37.6,44.6,51.7,Humid continental,167,80,4,17.67009,01/05/1948 01:00,01/01/1966 00:00,NA,NA,NA
US_004682,40.48459999,-80.2144,US,831,0.827985823,0.277830539,0.040785163,25.5,37.8,46.9,57,Humid continental,2,140,27,111.9116,01/01/1900 08:00,01/12/2011 00:00,-40.67500614,NA,-34.84552054
US_004683,40.44999999,-80,US,831,0.827985823,0.277830539,0.040785163,23.6,35,43.3,52.7,Humid continental,2,140,27,31.66872,01/05/1948 01:00,01/01/1980 00:00,-42.82867473,NA,-40.55583276
US_004685,40.58332999,-76.03333,US,914,0.827857451,0.284012055,0.028448003,31.7,47.2,58.3,70.5,Humid continental,1,120,24,31.66872,01/05/1948 01:00,01/01/1980 00:00,NA,NA,NA
US_004686,41.58899999,-75.3303,US,179,0.849398088,0.257013137,0.008779504,22.1,31.7,38.4,45.5,Humid continental,104,100,5,45.58522,01/05/1966 01:00,01/12/2011 00:00,NA,NA,NA
US_004701,39.92533999,-76.38903,US,914,0.827857451,0.284012055,0.028448003,28.4,42.3,52.2,63.2,Humid continental,1,120,24,52.25188,01/10/1951 01:00,01/01/2004 00:00,NA,NA,NA
US_004714,41.59869999,-78.1714,US,599,0.828517817,0.262937469,0.070812249,22.3,32.8,41,50.4,Humid continental,43,220,21,28.06388,07/11/1983 17:00,01/12/2011 00:00,NA,NA,NA
US_004731,40.85319999,-76.7891,US,103,0.856253596,0.272251658,-0.052129084,26.5,38,45,52.1,Humid continental,167,80,4,28.67077,01/05/1948 01:00,01/01/1977 00:00,NA,NA,NA
US_004734,40.79471999,-75.97528,US,103,0.856253596,0.272251658,-0.052129084,32.2,46.2,54.8,63.5,Humid continental,167,80,4,38.91307,01/01/1973 01:00,01/12/2011 00:00,-56.47667339,NA,-71.56467389
US_004738,41.89749999,-77.1419,US,599,0.828517817,0.262937469,0.070812249,24.8,36.4,45.5,56,Humid continental,43,220,21,36.66804,01/04/1975 01:00,01/12/2011 00:00,-39.06540006,NA,-52.16734175
US_004740,41.63332999,-79.66667,US,831,0.827985823,0.277830539,0.040785163,25.4,37.6,46.6,56.7,Humid continental,2,140,27,28.67077,01/05/1948 01:00,01/01/1977 00:00,NA,NA,NA
US_004746,40.44999999,-79.38333,US,831,0.827985823,0.277830539,0.040785163,23.8,35.2,43.6,53.1,Humid continental,2,140,27,36.67077,01/05/1948 01:00,01/01/1985 00:00,-37.5244011,NA,-38.86310321
US_004764,41.33359999,-75.7269,US,179,0.849398088,0.257013137,0.008779504,26.3,37.8,45.6,54.1,Humid continental,104,100,5,47.83025,01/02/1964 01:00,01/12/2011 00:00,-46.37504683,NA,-53.33972461
US_004775,41.49999999,-71.3,US,1348,0.816255909,0.277234652,0.080069413,21.8,32.7,41.3,51.4,Humid continental,42,680,39,15.67009,01/05/1950 13:00,01/01/1966 00:00,NA,NA,NA
US_004776,41.72189999,-71.4325,US,1348,0.816255909,0.277234652,0.080069413,26.5,39.7,50.2,62.5,Humid continental,42,680,39,63.58385,01/05/1948 01:00,01/12/2011 00:00,-33.39111373,NA,-34.66170173
US_004778,41.98439999,-71.4907,US,1348,0.816255909,0.277234652,0.080069413,19.7,29.5,37.3,46.4,Humid continental,42,680,39,17.67009,01/05/1948 01:00,01/01/1966 00:00,NA,NA,NA
US_004785,32.77499999,-79.9239,US,1576,0.857982927,0.243073574,0.007071499,48.1,67.8,81.3,95.9,Humid subtropical,22,520,39,56.5859,01/06/1948 01:00,01/01/2005 00:00,-48.87066089,NA,-58.39593244
US_004797,34.88419999,-82.2209,US,725,0.840087539,0.255785681,0.04641571,38.4,55.6,68.3,82.7,Humid subtropical,3,120,21,49.12799,15/10/1962 01:00,01/12/2011 00:00,-35.9116495,NA,-46.42385556
US_004806,34.18332999,-79.41667,US,557,0.843754171,0.275806708,-0.010937849,39.6,57.7,69.7,82.5,Humid subtropical,50,280,16,18.58453,01/06/1948 01:00,01/01/1967 00:00,NA,NA,NA
US_004821,34.94829999,-82.443,US,725,0.840087539,0.255785681,0.04641571,35.2,51,62.6,75.8,Humid subtropical,3,120,21,40.91444,01/01/1971 01:00,01/12/2011 00:00,-48.59718249,NA,-57.50770605
US_004823,34.39999999,-82.25,US,1453,0.848461843,0.228888425,0.079451656,33.2,46.8,57.6,70.3,Humid subtropical,48,280,45,20,01/01/1971 01:00,01/01/1991 00:00,NA,NA,NA
US_004827,45.4433,-98.413,US,1018,0.808054826,0.311137578,0.038703478,29.8,45.8,57.6,70.7,Humid continental,79,740,28,63.33196,01/08/1948 01:00,01/12/2011 00:00,NA,NA,NA
US_004831,43.34999999,-103.4333,US,474,0.798247899,0.338570961,0.018561526,21.5,33.9,42.6,52.2,Humid continental,84,480,15,22.48141,08/07/1949 17:00,01/01/1972 00:00,NA,NA,NA
US_004840,45.01,-103.4828,US,474,0.798247899,0.338570961,0.018561526,20.3,32,40.2,49.2,Arid cold,84,480,15,26.37098,18/08/1949 01:00,01/01/1976 00:00,NA,NA,NA
US_004843,43.96109999,-101.8605,US,474,0.798247899,0.338570961,0.018561526,22.7,35.8,45,55,Arid cold,84,480,15,33.50034,01/06/1978 01:00,01/12/2011 00:00,-44.9448654,NA,-55.53281818
US_004845,43.54999999,-103.9,US,218,0.740341165,0.359714412,0.128626898,23.2,39,52.6,69.6,Arid cold,83,240,8,18.03274,19/12/1949 14:00,01/01/1968 00:00,NA,NA,NA
US_004846,43.39999999,-99.51667,US,1319,0.820952199,0.289070046,0.041027555,27.7,41.6,51.8,63.3,Humid continental,77,320,42,26.41752,01/08/1948 01:00,01/01/1975 00:00,NA,NA,NA
US_004852,43.71666999,-96.5,US,1319,0.820952199,0.289070046,0.041027555,34.5,51.9,64.6,78.9,Humid continental,77,320,42,24.25188,01/10/1950 01:00,01/01/1975 00:00,NA,NA,NA
US_004856,44.5,-100.8667,US,1018,0.808054826,0.311137578,0.038703478,23.3,35.8,44.9,55.2,Arid cold,79,740,28,34.39288,11/08/1950 01:00,01/01/1985 00:00,-35.50998199,NA,-48.96010088
US_004859,44.3981,-98.2231,US,1319,0.820952199,0.289070046,0.041027555,28.9,43.4,54,65.9,Humid continental,77,320,42,63.32774,02/08/1948 14:00,01/12/2011 00:00,-49.24613642,NA,-51.02328118
US_004860,43.73332999,-101.9833,US,474,0.798247899,0.338570961,0.018561526,24.1,38,47.7,58.4,Arid cold,84,480,15,31.39619,08/08/1948 14:00,01/01/1980 00:00,NA,NA,NA
US_004865,45.7406,-103.8836,US,474,0.798247899,0.338570961,0.018561526,23.9,37.7,47.3,57.9,Arid cold,84,480,15,26.0835,01/12/1949 01:00,01/01/1976 00:00,NA,NA,NA
US_004866,44.06439999,-99.4602,US,1319,0.820952199,0.289070046,0.041027555,28.6,43,53.5,65.4,Humid continental,77,320,42,37.58522,01/05/1974 01:00,01/12/2011 00:00,-47.27537403,NA,-46.82076378
US_004871,45.53333,-102.2167,US,474,0.798247899,0.338570961,0.018561526,21.8,34.4,43.2,52.9,Arid cold,84,480,15,29.24435,03/10/1948 13:00,01/01/1978 00:00,NA,NA,NA
US_004875,45.5655,-100.4488,US,1018,0.808054826,0.311137578,0.038703478,24.8,38.1,47.8,58.8,Arid cold,79,740,28,54.39562,09/08/1948 01:00,01/01/2003 00:00,-57.7570842,NA,-60.75372202
US_004877,44.95,-102.9,US,474,0.798247899,0.338570961,0.018561526,21.5,33.8,42.5,52,Arid cold,84,480,15,27.24983,01/10/1948 01:00,01/01/1976 00:00,NA,NA,NA
US_004881,43.17499999,-102.7458,US,474,0.798247899,0.338570961,0.018561526,20.6,32.4,40.7,49.8,Humid continental,84,480,15,26.38592,12/08/1948 14:00,01/01/1975 00:00,NA,NA,NA
US_004885,43.33332999,-101.0333,US,474,0.798247899,0.338570961,0.018561526,26.5,41.7,52.4,64.2,Humid continental,84,480,15,25.41125,03/08/1948 14:00,01/01/1974 00:00,NA,NA,NA
US_004891,44.04329999,-103.0536,US,474,0.798247899,0.338570961,0.018561526,21.9,34.5,43.4,53.1,Arid cold,84,480,15,61.39357,10/08/1948 01:00,01/01/2010 00:00,-54.03331776,NA,-55.23370791
US_004897,43.73769999,-96.6266,US,1319,0.820952199,0.289070046,0.041027555,31.8,47.8,59.5,72.6,Humid continental,77,320,42,37.75587,27/02/1974 17:00,01/12/2011 00:00,-52.02918157,NA,-56.03385418
US_004899,43.57779999,-96.7539,US,1319,0.820952199,0.289070046,0.041027555,30.3,45.5,56.6,69.2,Humid continental,77,320,42,63.33048,01/08/1948 14:00,01/12/2011 00:00,-48.04877235,NA,-49.84467974
